student_id,major_category,year_of_study,pre_semester_gpa,weekly_genai_hours,primary_use_case,prompt_engineering_skill,tool_diversity,paid_subscription,traditional_study_hours,perceived_ai_dependency,institutional_policy,anxiety_level_during_exams,post_semester_gpa,skill_retention_score,burnout_risk_level,gpa_change,genai_hours_band,dependency_band,anxiety_band,total_study_hours,ai_to_traditional_study_ratio
108979,Business,Sophomore,2.929,24.77,Copywriting/Drafting,Advanced,4,Yes,7.98,7,Allowed_With_Citation,8,3.212,82.53,High,0.283,>20,7–8 High,7–8,32.75,3.104
108980,Humanities,Freshman,2.999,3.53,Ideation,Beginner,1,Yes,17.42,4,Allowed_With_Citation,3,3.159,68.61,Low,0.16,>2–5,3–4 Moderate,3–4,20.95,0.203
108981,Arts,Senior,3.777,0.74,Copywriting/Drafting,Intermediate,1,No,12.96,6,Allowed_With_Citation,3,4.0,69.67,Low,0.223,0–2,5–6 Elevated,3–4,13.7,0.057
108982,Business,Junior,2.727,7.74,Direct_Answer_Generation,Advanced,3,No,13.2,4,Strict_Ban,8,3.218,68.11,Medium,0.491,>5–10,3–4 Moderate,7–8,20.94,0.586
108983,Business,Freshman,3.488,2.46,Ideation,Intermediate,3,No,4.49,1,Allowed_With_Citation,2,3.61,74.51,Low,0.122,>2–5,1–2 Low,1–2,6.95,0.548
108984,Business,Junior,3.019,7.85,Direct_Answer_Generation,Advanced,4,No,4.9,5,Strict_Ban,7,3.043,59.26,Low,0.024,>5–10,5–6 Elevated,7–8,12.75,1.602
108985,STEM,Junior,3.361,1.95,Debugging/Troubleshooting,Intermediate,2,No,12.78,4,Strict_Ban,3,3.43,63.19,High,0.069,0–2,3–4 Moderate,3–4,14.73,0.153
108986,Business,Senior,3.28,5.54,Summarizing_Reading,Intermediate,5,No,18.64,4,Actively_Encouraged,7,3.665,57.3,Low,0.385,>5–10,3–4 Moderate,7–8,24.18,0.297
108987,Humanities,Senior,3.368,1.02,Debugging/Troubleshooting,Advanced,5,No,12.7,3,Allowed_With_Citation,1,3.723,87.21,Low,0.355,0–2,3–4 Moderate,1–2,13.72,0.08
108988,Medical,Freshman,3.272,5.61,Summarizing_Reading,Intermediate,3,No,4.68,4,Strict_Ban,2,3.421,78.09,Low,0.149,>5–10,3–4 Moderate,1–2,10.29,1.199
108989,Arts,Junior,3.684,4.49,Ideation,Advanced,5,Yes,15.84,1,Allowed_With_Citation,4,4.0,67.07,Medium,0.316,>2–5,1–2 Low,3–4,20.33,0.283
108990,Business,Freshman,3.31,7.74,Summarizing_Reading,Beginner,1,No,10.72,5,Allowed_With_Citation,5,3.581,48.19,High,0.271,>5–10,5–6 Elevated,5–6,18.46,0.722
108991,STEM,Senior,3.205,1.96,Direct_Answer_Generation,Beginner,1,No,11.99,1,Allowed_With_Citation,2,3.431,78.85,Low,0.226,0–2,1–2 Low,1–2,13.95,0.163
108992,STEM,Senior,3.302,40.0,Debugging/Troubleshooting,Intermediate,4,No,21.61,7,Allowed_With_Citation,4,3.813,77.78,Medium,0.511,>20,7–8 High,3–4,61.61,1.851
108993,Humanities,Senior,3.36,2.2,Copywriting/Drafting,Beginner,1,Yes,14.34,2,Actively_Encouraged,3,3.808,91.45,High,0.448,>2–5,1–2 Low,3–4,16.54,0.153
108994,Humanities,Freshman,2.524,18.44,Summarizing_Reading,Beginner,1,No,9.92,6,Strict_Ban,7,2.49,53.19,High,-0.034,>10–20,5–6 Elevated,7–8,28.36,1.859
108995,STEM,Junior,3.806,2.22,Ideation,Beginner,1,Yes,7.67,3,Allowed_With_Citation,4,3.842,69.33,Medium,0.036,>2–5,3–4 Moderate,3–4,9.89,0.289
108996,Business,Senior,3.441,0.03,Ideation,Beginner,3,No,18.83,3,Allowed_With_Citation,7,3.83,82.7,Low,0.389,0–2,3–4 Moderate,7–8,18.86,0.002
108997,STEM,Senior,3.643,28.11,Debugging/Troubleshooting,Advanced,4,Yes,13.88,7,Allowed_With_Citation,4,4.0,80.07,High,0.357,>20,7–8 High,3–4,41.99,2.025
108998,Medical,Graduate,3.933,4.38,Summarizing_Reading,Intermediate,3,No,14.01,3,Actively_Encouraged,2,4.0,85.95,Medium,0.067,>2–5,3–4 Moderate,1–2,18.39,0.313
108999,STEM,Freshman,3.207,0.67,Debugging/Troubleshooting,Intermediate,3,No,10.68,4,Allowed_With_Citation,7,3.129,53.42,Low,-0.078,0–2,3–4 Moderate,7–8,11.35,0.063
109000,Medical,Sophomore,2.769,5.81,Direct_Answer_Generation,Intermediate,1,No,22.02,3,Allowed_With_Citation,1,3.2,71.24,Medium,0.431,>5–10,3–4 Moderate,1–2,27.83,0.264
109001,Medical,Junior,2.387,0.56,Summarizing_Reading,Intermediate,3,No,1.0,3,Strict_Ban,4,2.194,62.63,Low,-0.193,0–2,3–4 Moderate,3–4,1.56,0.56
109002,Business,Junior,3.443,5.99,Debugging/Troubleshooting,Beginner,3,Yes,15.57,5,Allowed_With_Citation,1,3.722,57.0,Low,0.279,>5–10,5–6 Elevated,1–2,21.56,0.385
109003,Business,Sophomore,2.491,11.01,Ideation,Advanced,3,Yes,5.24,2,Actively_Encouraged,3,2.734,98.0,High,0.243,>10–20,1–2 Low,3–4,16.25,2.101
109004,Humanities,Sophomore,3.806,1.02,Summarizing_Reading,Intermediate,3,No,14.3,5,Allowed_With_Citation,5,4.0,65.16,Medium,0.194,0–2,5–6 Elevated,5–6,15.32,0.071
109005,Business,Senior,3.776,0.04,Ideation,Beginner,1,No,15.14,1,Allowed_With_Citation,1,4.0,85.16,Low,0.224,0–2,1–2 Low,1–2,15.18,0.003
109006,Humanities,Senior,3.074,4.46,Debugging/Troubleshooting,Intermediate,1,No,14.01,1,Allowed_With_Citation,1,3.275,67.64,Medium,0.201,>2–5,1–2 Low,1–2,18.47,0.318
109007,Humanities,Freshman,3.158,8.16,Copywriting/Drafting,Intermediate,2,Yes,1.0,5,Allowed_With_Citation,3,3.199,61.34,Low,0.041,>5–10,5–6 Elevated,3–4,9.16,8.16
109008,Business,Graduate,2.303,0.39,Debugging/Troubleshooting,Beginner,2,Yes,17.24,2,Actively_Encouraged,4,2.441,62.71,High,0.138,0–2,1–2 Low,3–4,17.63,0.023
109009,Humanities,Junior,3.153,2.75,Debugging/Troubleshooting,Intermediate,2,No,17.16,2,Allowed_With_Citation,4,3.384,77.82,Low,0.231,>2–5,1–2 Low,3–4,19.91,0.16
109010,Business,Junior,3.119,0.72,Summarizing_Reading,Advanced,3,Yes,23.2,3,Allowed_With_Citation,1,3.683,79.12,Low,0.564,0–2,3–4 Moderate,1–2,23.92,0.031
109011,STEM,Graduate,2.641,8.54,Ideation,Beginner,3,No,3.96,1,Allowed_With_Citation,5,2.844,50.17,Medium,0.203,>5–10,1–2 Low,5–6,12.5,2.157
109012,Humanities,Freshman,3.694,17.64,Copywriting/Drafting,Advanced,3,Yes,17.57,6,Actively_Encouraged,6,4.0,85.26,Medium,0.306,>10–20,5–6 Elevated,5–6,35.21,1.004
109013,STEM,Junior,3.157,14.67,Debugging/Troubleshooting,Beginner,2,No,5.29,4,Allowed_With_Citation,8,3.314,88.88,High,0.157,>10–20,3–4 Moderate,7–8,19.96,2.773
109014,STEM,Senior,3.427,0.96,Summarizing_Reading,Intermediate,4,No,12.88,3,Strict_Ban,3,3.701,62.44,Medium,0.274,0–2,3–4 Moderate,3–4,13.84,0.075
109015,STEM,Sophomore,2.931,7.89,Debugging/Troubleshooting,Intermediate,2,No,9.65,2,Allowed_With_Citation,2,3.014,72.71,Medium,0.083,>5–10,1–2 Low,1–2,17.54,0.818
109016,STEM,Senior,3.43,8.32,Debugging/Troubleshooting,Advanced,3,No,14.0,1,Allowed_With_Citation,4,4.0,100.0,Medium,0.57,>5–10,1–2 Low,3–4,22.32,0.594
109017,STEM,Graduate,2.128,1.3,Debugging/Troubleshooting,Intermediate,4,No,14.08,1,Strict_Ban,3,2.263,73.71,Low,0.135,0–2,1–2 Low,3–4,15.38,0.092
109018,Arts,Sophomore,3.406,10.09,Copywriting/Drafting,Intermediate,3,Yes,3.77,6,Actively_Encouraged,6,3.481,77.15,Medium,0.075,>10–20,5–6 Elevated,5–6,13.86,2.676
109019,STEM,Sophomore,2.779,3.54,Copywriting/Drafting,Advanced,5,Yes,20.98,1,Actively_Encouraged,3,3.132,83.11,Medium,0.353,>2–5,1–2 Low,3–4,24.52,0.169
109020,Business,Sophomore,2.081,7.62,Direct_Answer_Generation,Beginner,3,No,1.0,4,Strict_Ban,7,2.177,78.39,Medium,0.096,>5–10,3–4 Moderate,7–8,8.62,7.62
109021,STEM,Sophomore,2.218,7.64,Debugging/Troubleshooting,Intermediate,3,No,16.92,5,Allowed_With_Citation,1,2.421,58.08,Medium,0.203,>5–10,5–6 Elevated,1–2,24.56,0.452
109022,Medical,Freshman,3.833,4.6,Summarizing_Reading,Beginner,2,Yes,10.25,5,Allowed_With_Citation,1,3.859,74.59,Medium,0.026,>2–5,5–6 Elevated,1–2,14.85,0.449
109023,Humanities,Sophomore,2.379,1.56,Direct_Answer_Generation,Advanced,4,No,11.29,4,Allowed_With_Citation,3,2.11,54.97,Medium,-0.269,0–2,3–4 Moderate,3–4,12.85,0.138
109024,Humanities,Graduate,3.747,3.26,Debugging/Troubleshooting,Advanced,4,No,13.46,3,Allowed_With_Citation,5,4.0,98.43,Medium,0.253,>2–5,3–4 Moderate,5–6,16.72,0.242
109025,Business,Junior,3.028,17.23,Debugging/Troubleshooting,Intermediate,4,No,1.0,6,Actively_Encouraged,6,3.148,82.29,Low,0.12,>10–20,5–6 Elevated,5–6,18.23,17.23
109026,Humanities,Sophomore,2.76,0.84,Debugging/Troubleshooting,Intermediate,3,No,11.36,4,Strict_Ban,5,2.577,82.1,Medium,-0.183,0–2,3–4 Moderate,5–6,12.2,0.074
109027,Business,Graduate,1.761,11.52,Ideation,Beginner,3,No,10.93,4,Actively_Encouraged,7,2.408,71.0,High,0.647,>10–20,3–4 Moderate,7–8,22.45,1.054
109028,STEM,Senior,3.345,6.15,Debugging/Troubleshooting,Intermediate,3,Yes,17.95,5,Allowed_With_Citation,4,3.608,84.99,Medium,0.263,>5–10,5–6 Elevated,3–4,24.1,0.343
109029,Medical,Sophomore,2.14,8.46,Direct_Answer_Generation,Intermediate,3,No,7.25,4,Strict_Ban,6,2.54,51.38,High,0.4,>5–10,3–4 Moderate,5–6,15.71,1.167
109030,Humanities,Senior,3.354,1.87,Copywriting/Drafting,Beginner,3,Yes,21.15,3,Actively_Encouraged,3,3.704,78.39,Medium,0.35,0–2,3–4 Moderate,3–4,23.02,0.088
109031,Humanities,Junior,1.529,1.62,Ideation,Advanced,5,No,12.11,4,Actively_Encouraged,5,1.842,76.68,Medium,0.313,0–2,3–4 Moderate,5–6,13.73,0.134
109032,Business,Senior,3.158,16.96,Ideation,Advanced,3,No,13.36,4,Allowed_With_Citation,4,3.508,84.9,High,0.35,>10–20,3–4 Moderate,3–4,30.32,1.269
109033,Humanities,Sophomore,1.99,0.67,Copywriting/Drafting,Beginner,2,No,17.01,4,Actively_Encouraged,4,2.225,74.96,Low,0.235,0–2,3–4 Moderate,3–4,17.68,0.039
109034,Arts,Freshman,3.82,7.19,Copywriting/Drafting,Advanced,3,No,8.19,5,Strict_Ban,4,3.999,88.09,Low,0.179,>5–10,5–6 Elevated,3–4,15.38,0.878
109035,Humanities,Sophomore,3.152,0.62,Copywriting/Drafting,Intermediate,2,No,4.02,2,Allowed_With_Citation,4,3.256,70.68,Low,0.104,0–2,1–2 Low,3–4,4.64,0.154
109036,Business,Freshman,2.569,1.24,Ideation,Beginner,2,No,6.99,3,Actively_Encouraged,2,2.734,65.12,High,0.165,0–2,3–4 Moderate,1–2,8.23,0.177
109037,STEM,Junior,2.797,10.06,Direct_Answer_Generation,Advanced,3,No,7.24,3,Actively_Encouraged,4,3.062,77.71,Medium,0.265,>10–20,3–4 Moderate,3–4,17.3,1.39
109038,Arts,Sophomore,2.788,2.04,Copywriting/Drafting,Beginner,1,No,10.03,3,Allowed_With_Citation,1,2.822,62.35,Low,0.034,>2–5,3–4 Moderate,1–2,12.07,0.203
109039,Business,Freshman,3.875,6.24,Ideation,Beginner,1,Yes,7.68,1,Actively_Encouraged,2,3.959,70.91,Low,0.084,>5–10,1–2 Low,1–2,13.92,0.813
109040,STEM,Graduate,3.322,16.62,Direct_Answer_Generation,Advanced,4,No,5.15,6,Strict_Ban,8,3.32,66.73,High,-0.002,>10–20,5–6 Elevated,7–8,21.77,3.227
109041,STEM,Senior,2.65,15.97,Direct_Answer_Generation,Intermediate,2,No,8.89,6,Allowed_With_Citation,7,2.765,75.32,Low,0.115,>10–20,5–6 Elevated,7–8,24.86,1.796
109042,Humanities,Junior,2.73,0.12,Direct_Answer_Generation,Beginner,3,Yes,8.06,3,Allowed_With_Citation,6,2.687,61.76,Medium,-0.043,0–2,3–4 Moderate,5–6,8.18,0.015
109043,Medical,Graduate,3.301,11.32,Summarizing_Reading,Advanced,3,No,14.65,4,Allowed_With_Citation,3,3.633,80.67,High,0.332,>10–20,3–4 Moderate,3–4,25.97,0.773
109044,STEM,Graduate,2.801,4.44,Debugging/Troubleshooting,Beginner,1,Yes,13.19,3,Strict_Ban,5,3.177,48.93,High,0.376,>2–5,3–4 Moderate,5–6,17.63,0.337
109045,Humanities,Freshman,2.648,17.94,Summarizing_Reading,Advanced,3,Yes,11.59,6,Strict_Ban,4,2.718,83.69,High,0.07,>10–20,5–6 Elevated,3–4,29.53,1.548
109046,STEM,Junior,3.369,1.43,Direct_Answer_Generation,Intermediate,3,No,12.78,2,Strict_Ban,5,3.603,72.17,Medium,0.234,0–2,1–2 Low,5–6,14.21,0.112
109047,Humanities,Senior,3.801,26.14,Copywriting/Drafting,Advanced,5,Yes,10.43,7,Actively_Encouraged,6,4.0,77.14,High,0.199,>20,7–8 High,5–6,36.57,2.506
109048,Business,Freshman,3.895,10.79,Direct_Answer_Generation,Beginner,2,No,11.19,6,Actively_Encouraged,8,4.0,72.38,Medium,0.105,>10–20,5–6 Elevated,7–8,21.98,0.964
109049,Medical,Freshman,3.859,10.28,Summarizing_Reading,Advanced,4,Yes,12.83,4,Strict_Ban,8,4.0,84.22,Low,0.141,>10–20,3–4 Moderate,7–8,23.11,0.801
109050,Business,Sophomore,2.955,1.98,Ideation,Advanced,3,No,6.89,4,Actively_Encouraged,1,3.109,72.56,Low,0.154,0–2,3–4 Moderate,1–2,8.87,0.287
109051,Arts,Sophomore,3.551,11.01,Ideation,Beginner,2,No,5.78,4,Strict_Ban,7,3.733,60.53,Low,0.182,>10–20,3–4 Moderate,7–8,16.79,1.905
109052,Business,Graduate,3.197,6.77,Ideation,Beginner,2,No,15.24,2,Strict_Ban,1,3.58,59.28,Medium,0.383,>5–10,1–2 Low,1–2,22.01,0.444
109053,STEM,Senior,3.337,2.54,Direct_Answer_Generation,Advanced,5,No,13.88,3,Allowed_With_Citation,3,3.744,100.0,Medium,0.407,>2–5,3–4 Moderate,3–4,16.42,0.183
109054,Humanities,Freshman,3.198,2.07,Copywriting/Drafting,Intermediate,2,Yes,14.87,2,Allowed_With_Citation,8,3.336,63.67,Low,0.138,>2–5,1–2 Low,7–8,16.94,0.139
109055,Business,Senior,3.206,0.3,Direct_Answer_Generation,Intermediate,2,No,6.61,3,Allowed_With_Citation,2,3.329,70.9,Medium,0.123,0–2,3–4 Moderate,1–2,6.91,0.045
109056,Medical,Freshman,2.511,30.96,Direct_Answer_Generation,Beginner,1,Yes,11.11,6,Allowed_With_Citation,5,2.544,21.25,High,0.033,>20,5–6 Elevated,5–6,42.07,2.787
109057,Arts,Sophomore,3.261,11.49,Copywriting/Drafting,Intermediate,4,Yes,16.83,5,Allowed_With_Citation,4,3.612,89.24,Medium,0.351,>10–20,5–6 Elevated,3–4,28.32,0.683
109058,STEM,Sophomore,2.296,2.67,Ideation,Intermediate,2,No,14.01,3,Actively_Encouraged,6,2.56,92.97,Low,0.264,>2–5,3–4 Moderate,5–6,16.68,0.191
109059,STEM,Sophomore,2.504,2.86,Ideation,Intermediate,3,Yes,1.0,2,Allowed_With_Citation,1,2.803,92.37,High,0.299,>2–5,1–2 Low,1–2,3.86,2.86
109060,STEM,Sophomore,2.982,9.02,Copywriting/Drafting,Beginner,2,No,2.1,4,Allowed_With_Citation,4,3.107,80.89,Low,0.125,>5–10,3–4 Moderate,3–4,11.12,4.295
109061,Medical,Senior,3.314,15.39,Summarizing_Reading,Beginner,1,No,9.35,7,Actively_Encouraged,6,3.519,68.82,High,0.205,>10–20,7–8 High,5–6,24.74,1.646
109062,Arts,Sophomore,2.679,7.9,Copywriting/Drafting,Advanced,3,No,12.76,3,Allowed_With_Citation,2,2.949,83.76,Medium,0.27,>5–10,3–4 Moderate,1–2,20.66,0.619
109063,Arts,Senior,3.573,8.55,Copywriting/Drafting,Intermediate,2,Yes,10.09,3,Actively_Encouraged,3,3.777,65.78,High,0.204,>5–10,3–4 Moderate,3–4,18.64,0.847
109064,Humanities,Freshman,3.423,5.4,Copywriting/Drafting,Intermediate,5,Yes,9.25,2,Allowed_With_Citation,5,3.343,65.78,High,-0.08,>5–10,1–2 Low,5–6,14.65,0.584
109065,Business,Junior,3.066,24.91,Direct_Answer_Generation,Advanced,3,Yes,16.36,6,Allowed_With_Citation,7,3.342,84.19,Medium,0.276,>20,5–6 Elevated,7–8,41.27,1.523
109066,Humanities,Graduate,3.372,2.58,Copywriting/Drafting,Advanced,5,No,9.56,1,Actively_Encouraged,2,3.546,88.15,Low,0.174,>2–5,1–2 Low,1–2,12.14,0.27
109067,STEM,Freshman,3.347,39.68,Debugging/Troubleshooting,Beginner,3,Yes,8.47,9,Actively_Encouraged,5,3.485,65.91,High,0.138,>20,9–10 Very High,5–6,48.15,4.685
109068,Business,Junior,2.585,0.26,Ideation,Advanced,3,Yes,13.78,4,Allowed_With_Citation,6,2.941,76.56,Medium,0.356,0–2,3–4 Moderate,5–6,14.04,0.019
109069,STEM,Junior,3.138,15.06,Copywriting/Drafting,Advanced,3,No,15.35,3,Allowed_With_Citation,4,3.556,86.12,Medium,0.418,>10–20,3–4 Moderate,3–4,30.41,0.981
109070,STEM,Sophomore,3.066,10.18,Direct_Answer_Generation,Advanced,3,Yes,7.81,3,Actively_Encouraged,4,3.537,80.4,Low,0.471,>10–20,3–4 Moderate,3–4,17.99,1.303
109071,Medical,Freshman,3.422,24.26,Copywriting/Drafting,Beginner,2,No,6.69,6,Actively_Encouraged,7,3.392,58.49,High,-0.03,>20,5–6 Elevated,7–8,30.95,3.626
109072,Arts,Senior,3.608,13.19,Direct_Answer_Generation,Advanced,4,Yes,13.79,3,Actively_Encouraged,3,4.0,69.04,Medium,0.392,>10–20,3–4 Moderate,3–4,26.98,0.956
109073,Humanities,Sophomore,2.782,0.06,Copywriting/Drafting,Intermediate,4,Yes,5.95,4,Allowed_With_Citation,9,2.676,52.43,Low,-0.106,0–2,3–4 Moderate,9–10,6.01,0.01
109074,Business,Sophomore,2.696,9.49,Ideation,Beginner,1,No,11.65,3,Allowed_With_Citation,8,3.089,69.89,Medium,0.393,>5–10,3–4 Moderate,7–8,21.14,0.815
109075,Humanities,Senior,3.074,12.4,Copywriting/Drafting,Intermediate,4,No,13.89,5,Strict_Ban,6,3.443,89.21,High,0.369,>10–20,5–6 Elevated,5–6,26.29,0.893
109076,Business,Graduate,3.294,14.5,Direct_Answer_Generation,Intermediate,4,No,6.14,3,Strict_Ban,8,3.54,58.22,High,0.246,>10–20,3–4 Moderate,7–8,20.64,2.362
109077,Arts,Sophomore,3.595,10.52,Direct_Answer_Generation,Intermediate,2,No,16.32,3,Strict_Ban,6,3.739,58.07,Medium,0.144,>10–20,3–4 Moderate,5–6,26.84,0.645
109078,Arts,Senior,3.141,36.0,Debugging/Troubleshooting,Intermediate,3,No,9.26,7,Strict_Ban,10,3.453,68.31,High,0.312,>20,7–8 High,9–10,45.26,3.888
109079,Business,Graduate,2.788,0.8,Direct_Answer_Generation,Beginner,2,No,9.15,2,Allowed_With_Citation,4,3.346,70.91,Low,0.558,0–2,1–2 Low,3–4,9.95,0.087
109080,STEM,Freshman,3.773,0.57,Summarizing_Reading,Intermediate,5,No,9.47,1,Allowed_With_Citation,2,3.668,83.83,Low,-0.105,0–2,1–2 Low,1–2,10.04,0.06
109081,Humanities,Junior,3.362,8.05,Debugging/Troubleshooting,Beginner,1,No,7.06,4,Allowed_With_Citation,9,3.575,75.64,High,0.213,>5–10,3–4 Moderate,9–10,15.11,1.14
109082,Humanities,Freshman,2.905,27.14,Summarizing_Reading,Advanced,3,Yes,14.95,10,Strict_Ban,8,3.145,77.9,High,0.24,>20,9–10 Very High,7–8,42.09,1.815
109083,Humanities,Senior,3.785,2.03,Ideation,Intermediate,3,Yes,12.79,2,Actively_Encouraged,4,3.925,60.61,Medium,0.14,>2–5,1–2 Low,3–4,14.82,0.159
109084,Arts,Sophomore,2.598,1.59,Summarizing_Reading,Advanced,5,No,5.64,4,Strict_Ban,7,2.923,59.69,Medium,0.325,0–2,3–4 Moderate,7–8,7.23,0.282
109085,Humanities,Sophomore,2.004,5.11,Copywriting/Drafting,Beginner,2,Yes,7.31,3,Actively_Encouraged,1,1.917,65.4,Medium,-0.087,>5–10,3–4 Moderate,1–2,12.42,0.699
109086,STEM,Senior,3.723,0.67,Ideation,Intermediate,3,Yes,10.54,5,Allowed_With_Citation,5,3.851,100.0,Low,0.128,0–2,5–6 Elevated,5–6,11.21,0.064
109087,Humanities,Senior,2.345,4.33,Copywriting/Drafting,Advanced,5,Yes,3.17,5,Allowed_With_Citation,8,2.698,76.76,Medium,0.353,>2–5,5–6 Elevated,7–8,7.5,1.366
109088,Medical,Sophomore,1.664,3.07,Direct_Answer_Generation,Advanced,4,No,12.85,6,Allowed_With_Citation,5,1.87,77.76,High,0.206,>2–5,5–6 Elevated,5–6,15.92,0.239
109089,STEM,Senior,3.605,15.23,Debugging/Troubleshooting,Advanced,4,No,9.39,5,Allowed_With_Citation,7,3.873,100.0,Medium,0.268,>10–20,5–6 Elevated,7–8,24.62,1.622
109090,Business,Graduate,3.374,3.33,Copywriting/Drafting,Intermediate,4,Yes,2.6,4,Allowed_With_Citation,3,3.116,95.73,Medium,-0.258,>2–5,3–4 Moderate,3–4,5.93,1.281
109091,Humanities,Graduate,3.152,0.48,Summarizing_Reading,Beginner,2,No,2.71,2,Allowed_With_Citation,2,3.33,50.99,Medium,0.178,0–2,1–2 Low,1–2,3.19,0.177
109092,STEM,Senior,3.319,2.86,Debugging/Troubleshooting,Advanced,3,Yes,12.13,4,Allowed_With_Citation,6,3.595,72.55,Medium,0.276,>2–5,3–4 Moderate,5–6,14.99,0.236
109093,Humanities,Graduate,3.747,2.1,Copywriting/Drafting,Advanced,3,Yes,10.22,3,Allowed_With_Citation,7,4.0,98.78,Medium,0.253,>2–5,3–4 Moderate,7–8,12.32,0.205
109094,Business,Graduate,3.086,5.76,Ideation,Beginner,3,No,3.46,2,Allowed_With_Citation,7,3.056,74.77,Medium,-0.03,>5–10,1–2 Low,7–8,9.22,1.665
109095,Business,Senior,2.363,14.57,Copywriting/Drafting,Intermediate,4,No,17.08,4,Actively_Encouraged,4,2.877,85.68,Medium,0.514,>10–20,3–4 Moderate,3–4,31.65,0.853
109096,Medical,Graduate,3.69,5.63,Ideation,Beginner,2,Yes,16.95,2,Actively_Encouraged,3,4.0,85.56,Medium,0.31,>5–10,1–2 Low,3–4,22.58,0.332
109097,STEM,Senior,3.331,10.11,Debugging/Troubleshooting,Intermediate,4,No,12.1,5,Allowed_With_Citation,4,3.519,55.78,Medium,0.188,>10–20,5–6 Elevated,3–4,22.21,0.836
109098,STEM,Junior,3.0,15.81,Debugging/Troubleshooting,Intermediate,2,Yes,7.32,4,Allowed_With_Citation,4,3.344,76.66,High,0.344,>10–20,3–4 Moderate,3–4,23.13,2.16
109099,Medical,Junior,3.319,0.5,Copywriting/Drafting,Beginner,3,No,8.56,2,Allowed_With_Citation,3,3.499,76.29,Low,0.18,0–2,1–2 Low,3–4,9.06,0.058
109100,Humanities,Freshman,2.643,21.57,Summarizing_Reading,Beginner,2,Yes,12.31,6,Actively_Encouraged,1,2.917,78.65,Medium,0.274,>20,5–6 Elevated,1–2,33.88,1.752
109101,Business,Freshman,2.24,12.73,Ideation,Beginner,3,Yes,10.95,3,Allowed_With_Citation,6,2.144,86.88,Medium,-0.096,>10–20,3–4 Moderate,5–6,23.68,1.163
109102,Arts,Senior,3.504,5.07,Direct_Answer_Generation,Beginner,3,Yes,10.55,5,Actively_Encouraged,5,3.848,68.23,Medium,0.344,>5–10,5–6 Elevated,5–6,15.62,0.481
109103,Humanities,Junior,3.422,4.24,Ideation,Beginner,1,No,7.72,4,Strict_Ban,2,3.759,76.77,Medium,0.337,>2–5,3–4 Moderate,1–2,11.96,0.549
109104,Business,Senior,3.795,2.82,Ideation,Beginner,2,No,9.01,2,Allowed_With_Citation,3,3.828,58.58,Medium,0.033,>2–5,1–2 Low,3–4,11.83,0.313
109105,STEM,Graduate,2.292,5.39,Ideation,Intermediate,3,No,15.9,3,Actively_Encouraged,1,2.785,63.31,High,0.493,>5–10,3–4 Moderate,1–2,21.29,0.339
109106,STEM,Junior,2.48,2.0,Direct_Answer_Generation,Beginner,2,No,10.07,4,Allowed_With_Citation,5,2.567,42.47,Medium,0.087,0–2,3–4 Moderate,5–6,12.07,0.199
109107,STEM,Freshman,3.098,14.64,Copywriting/Drafting,Intermediate,1,No,5.16,6,Strict_Ban,8,3.001,64.38,Medium,-0.097,>10–20,5–6 Elevated,7–8,19.8,2.837
109108,Arts,Junior,3.293,0.22,Copywriting/Drafting,Intermediate,3,No,11.96,4,Allowed_With_Citation,3,3.293,81.94,Low,0.0,0–2,3–4 Moderate,3–4,12.18,0.018
109109,STEM,Freshman,3.287,0.01,Debugging/Troubleshooting,Intermediate,3,No,11.54,1,Strict_Ban,4,3.386,82.94,Low,0.099,0–2,1–2 Low,3–4,11.55,0.001
109110,Business,Junior,3.694,20.28,Ideation,Intermediate,5,Yes,2.38,6,Allowed_With_Citation,9,3.93,72.36,High,0.236,>20,5–6 Elevated,9–10,22.66,8.521
109111,Medical,Junior,2.608,8.66,Direct_Answer_Generation,Beginner,1,Yes,23.09,2,Actively_Encouraged,5,3.094,83.08,Low,0.486,>5–10,1–2 Low,5–6,31.75,0.375
109112,Business,Senior,2.914,23.91,Direct_Answer_Generation,Beginner,1,No,11.47,6,Strict_Ban,6,2.84,42.05,High,-0.074,>20,5–6 Elevated,5–6,35.38,2.085
109113,Business,Sophomore,2.781,12.16,Direct_Answer_Generation,Beginner,3,No,1.0,3,Allowed_With_Citation,6,2.935,71.11,High,0.154,>10–20,3–4 Moderate,5–6,13.16,12.16
109114,Humanities,Freshman,3.87,4.04,Debugging/Troubleshooting,Intermediate,3,No,10.26,4,Allowed_With_Citation,6,3.694,91.46,Low,-0.176,>2–5,3–4 Moderate,5–6,14.3,0.394
109115,Humanities,Sophomore,3.428,0.07,Copywriting/Drafting,Beginner,2,No,15.47,1,Strict_Ban,3,3.453,97.61,Low,0.025,0–2,1–2 Low,3–4,15.54,0.005
109116,Humanities,Senior,2.588,4.05,Direct_Answer_Generation,Beginner,2,No,8.72,1,Allowed_With_Citation,5,3.005,47.64,Medium,0.417,>2–5,1–2 Low,5–6,12.77,0.464
109117,Business,Junior,3.308,6.16,Ideation,Advanced,3,No,13.54,2,Strict_Ban,1,3.666,64.71,Low,0.358,>5–10,1–2 Low,1–2,19.7,0.455
109118,Medical,Junior,3.321,0.02,Summarizing_Reading,Intermediate,2,No,11.2,1,Allowed_With_Citation,4,3.616,83.91,Medium,0.295,0–2,1–2 Low,3–4,11.22,0.002
